user_id,latitude,longitude
0280088d,52.55257478574303,13.443112653090516
0280088d,52.55295831996743,13.442784015278116
a6468bc1,52.457976893585474,12.843970370963142
0280088d,52.55279590199793,13.441865778202416
49b2ce0a,52.48685496195008,13.551305012691355
99018b6d,52.544467377759794,13.200257578398993
499d7802,52.436790858888344,13.213847283778646
b70967ce,52.47876962799823,13.317458507050361
b70967ce,52.464736310432336,13.040107449893261
3e163089,52.501922322914,13.402107502274482
0280088d,52.55239293761673,13.442677320835816
4c57ff0e,52.52636330797282,13.175574356631753
36102eb2,52.65125273635966,13.547642450313697
36102eb2,52.651327069942255,13.548253085599598
36102eb2,52.651153816051355,13.547811829697098
f9378511,52.36281409763685,13.007178361250439
332b8960,52.460962684886276,13.614457393647461
cdf9185b,52.487815627330306,13.433517478106506
cdf9185b,52.53597120033551,13.256906269845405
0280088d,52.553130897120234,13.442564790091616
b06318cd,52.53136642908592,13.355427320460535
6f85b4c8,52.411374934848986,13.182339393880248
51844b42,52.67580951000382,13.18131570821071
9ce7fefd,52.69648754959966,13.59188549479086
8931c920,52.49119556029598,13.46747529015284
e69ae34f,52.63019482605701,13.34536966149745
36102eb2,52.65118845062435,13.547859048197697
8161f692,52.58634877764634,13.301709733448863
ad1d9df3,52.561598131042054,13.454466906875636
bef57b3a,52.45471137357587,13.536353762866222
150fde18,52.545826756744255,13.424637410817228
f9378511,52.37717557506155,13.049563544353338
0529ee35,52.505925925108144,13.366692068975675
f9378511,52.376241954478445,13.052529516721838
0ebed718,52.53052854010016,13.463530052643886
95ed80d7,52.43555804936819,13.536034887026359
ad1d9df3,52.46008825449276,13.446572495192536
a9fdd8ab,52.45778281979014,13.30025061139602
b9d3c2a3,52.48266421924722,13.356250954029285
da567a5f,52.59308428954446,13.253472540579484
2e9203f6,52.47531267026373,13.440574102738777
fa7ab8d6,52.50068864446277,13.450748015223907
b9d3c2a3,52.53835359750152,13.407506852133386
88444bb6,52.53942889643307,13.044551741319049
a0a585b0,52.590506692324496,13.127689839774716
4e1edad2,52.54233710271063,12.990420792657424
89099c84,52.57420591048893,13.562830075197976
594aa2b7,52.35046238736344,13.373066204859176
36ae8537,52.5294311663755,13.460412558747558
bef57b3a,52.45477638189057,13.536449267269722
1dc4b9d4,52.441450163934,13.175492502650501
effdfcff,52.441902175325694,13.277140070583656
ee2a003e,52.54268905638533,13.484392750800332
f9378511,52.37300040661065,13.061492896026738
fa7ab8d6,52.50043907329587,13.451147832005107
9a900258,52.55928810662385,13.41666587613569
ee2a003e,52.54366155292633,13.483502617260532
da567a5f,52.59307584311716,13.253369786132584
4adf8946,52.50817199723256,13.45836323387577
d53f8ce6,52.426053220132786,13.584480600865845
cfa485f7,52.49072974534074,13.373702440902704
d14d1a8e,52.489436807840775,13.426369298689513
567c0949,52.50435036516199,13.49458281132307
fc154e0e,52.50075906876803,13.298905204191861
30e34be5,52.541677610355165,13.418764527701347
36ae8537,52.51739098156471,13.459414776994059
858f3b03,52.53841504112857,13.368417596359793
e2a554fa,52.51549082176555,13.40784597321964
bf9be0a0,52.53114903502472,13.3857297890138
44039c33,52.52661813524636,13.167253918734625
9649090e,52.57753082908466,13.442207999945495
713d2fb2,52.51460535486431,13.405979494972486
98a88b16,52.53656476673333,13.490578249291332
e7d0c165,52.48365258791082,13.409459184839985
861ac7d4,52.52336312861178,13.430359521074203
676eba29,52.46489337051515,13.141052909992057
eab4ce79,52.5676056884249,13.471075315390536
7835d7f4,52.521501677894115,13.401974881774892
5b7d79b4,52.32482089706077,13.249723115362558
6c7178cd,52.59343496566069,13.893750294862102
013f3b5f,52.40173266154065,13.007042677071597
cfa485f7,52.54077989128724,13.418861117705804
606eb9d1,52.350667581179685,12.957170949312506
0ab0a46d,52.485179089992805,13.502661868223026
9649090e,52.57770211327596,13.442272205323794
fc2fd2b9,52.47461558101481,13.39849236800127
36102eb2,52.651286483297554,13.547941778316398
eab4ce79,52.4889859809541,13.585639953502938
89099c84,52.53828898478992,13.355888173815575
264f3f2c,52.56206680597249,13.36922088780331
84e84712,52.521019367489025,13.426121037607333
4adf8946,52.50813326995426,13.459565961358372
a14cbc9c,52.522309991370655,13.23992672346041
eab4ce79,52.60821985911179,13.890102852728537
95429e86,52.58817554132476,13.393975652735497
619db71d,52.4752349086987,13.877445042307688
7f842959,52.52537148437132,13.532147540959144
f2d56b47,52.518315580525005,13.42123749114382
7f842959,52.528091776347324,13.531444941789145
95429e86,52.542811013537666,13.420493710506097
95429e86,52.53989522804236,13.416222862744696
7d302820,52.50480894859195,13.286467341524375
d821aaca,52.53351842658194,13.384891836164917
d821aaca,52.538368572942645,13.413178077159817
d821aaca,52.53456344035985,13.375030191807417
cc71cb67,52.52420578895475,13.20023096391698
f538d326,52.51101443483297,13.327968197152929
95429e86,52.65983029589276,13.511300319822396
3784e041,52.53766681987789,13.812369513555536
1a5e4815,52.535785068125826,13.566282012817046
e7ed3b55,52.483695327131485,13.251881625033848
e7ed3b55,52.494146135462884,13.250467681787848
f5e672c3,52.530462436357894,13.434863627697842
619db71d,52.4769415930531,13.876957976400886
90cbe894,52.48999563540292,13.44018812765363
f5e672c3,52.529990223100796,13.435160629168342
eb780089,52.490107354380925,13.294121577731286
42bc116c,52.520631112554646,13.336461650465006
73751cdf,52.274901141730666,13.630032292010238
e7ed3b55,52.491469458503985,13.257536476008548
4f52be28,52.46158133334282,13.553075052288872
f5e672c3,52.52981057206279,13.435288637059243
f538d326,52.51060099745897,13.328192077786628
4fae0255,52.512122321924174,13.426127298133705
4fae0255,52.526509531108076,13.638134745655506
8312e75b,52.673856966918635,13.550480307369746
c4861d39,52.34809187184867,13.113206396659663
b29763e8,52.4046737664978,13.024510933243882
e7ed3b55,52.491791072128684,13.25718988431245
c4861d39,52.34825169512628,13.113174741533163
dd778478,52.45660427118369,13.274123281018035
3e882c7e,52.53945401395856,13.396936513389864
1fccbef4,52.49094142083784,13.400553214900697
579a4445,52.4685016164304,13.504432328101633
314996e5,52.47818203714069,13.355186450956188
24ad3e9a,52.456673826768785,13.145297707593341
f538d326,52.51073732911408,13.328156789974228
15b20653,52.68266480399195,13.511104130801867
e7ed3b55,52.49194353894739,13.256935828827249
9a8c0e4c,52.75475878137359,13.490438685485362
15b20653,52.68179585209015,13.511239582357167
7668122a,52.32722596327775,13.515838142056941
17df59f4,52.477263804737035,13.550339344315972
0af84de4,52.37138558865552,13.299101599675087
b5bc9ee2,52.46213805448349,13.313475802068442
f60558d0,52.38967796719871,13.052412318258265
46e34d44,52.55888652875618,13.440442871208107
3e882c7e,52.539495461108366,13.396762355723563
de300db6,52.428740824260935,13.346742089957454
86b50bde,52.641735600897725,13.308817747430224
341a0b67,52.76821108429085,13.233384536455068
86b50bde,52.59317078914783,13.412980423540523
ec1bcbeb,52.4494037257964,13.193969039136308
e7ed3b55,52.492170604704285,13.256878245152448
3892adb9,52.45848196442349,13.7491089565711
28f3c262,52.431039792745835,13.362458410778858
11e01115,52.50809114063888,13.468791470093377
e7ed3b55,52.49239272513839,13.256362003736148
976d6514,52.26740277770012,13.51665790650032
f60558d0,52.39079735564061,13.053862704386164
f4577c63,52.585906654849836,13.452420448997675
86b50bde,52.398852980314125,13.399210082768823
9cd8e5ba,52.51414167989848,13.442206228291727
0d74e128,52.62576414553805,13.513557633653486
38d73d01,52.47273373118681,13.4640078768513
52237ae3,52.467621893406495,13.35824392537301
f5e672c3,52.530382205333396,13.434600379879242
02ed9f07,52.72641742611534,13.573199000191972
11e01115,52.45761290824798,13.604596045174977
0cac975f,52.49203523297024,13.396485785183305
91274ae2,52.49633575507145,13.473042965756854
95429e86,52.54328214363256,13.420360811134497
82cddc82,52.50954953740135,13.414074605542414
d28aac0e,52.45469945665334,13.439140471767448
0bd2df23,52.30113582899388,13.611791675706366
d6efc07f,52.436278225674336,13.308010045007851
fc4581c9,52.54797103494525,13.596786479298542
68e44aef,52.69424534679967,13.579340831853958
d45ae900,52.538874131454016,13.471277588236507
88bf3ba1,52.45727779708682,13.505493107526517
b5bc9ee2,52.444694548240584,13.298267467608143
91274ae2,52.481365625354854,13.495084810034154
